Version,App,Cost,Bins,Infs,Time,Size,AllocHW,AllocBW,Change
ortools,speakToMe,202.5267,7,24348,1.921,128,"{'n86': 34, 'n115': 40, 'n104': 4, 'n51': 4, 'n126': 2, 'n102': 50, 'n96': 200}","{('n115', 'n96'): 8.4, ('n86', 'n115'): 6.4, ('n86', 'n102'): 1.6, ('n86', 'n9'): 4.0, ('n51', 'n86'): 1.6, ('n86', 'n51'): 1.6, ('n126', 'n86'): 1.6, ('n104', 'n126'): 1.0, ('n96', 'n104'): 2.0, ('n96', 'n86'): 2.4000000000000004, ('n5', 'n115'): 2.0}",0.0
ortools_num,speakToMe,64.3997,10,214796,15.338,128,"{'n13': 2, 'n83': 50, 'n25': 4, 'n58': 2, 'n121': 20, 'n85': 4, 'n38': 2, 'n122': 50, 'n30': 100, 'n126': 100}","{('n83', 'n30'): 6.4, ('n13', 'n122'): 1.0, ('n83', 'n13'): 4.0, ('n83', 'n9'): 4.0, ('n85', 'n83'): 1.6, ('n83', 'n85'): 1.6, ('n38', 'n83'): 1.6, ('n25', 'n38'): 1.0, ('n126', 'n25'): 2.0, ('n58', 'n122'): 0.6000000000000001, ('n126', 'n58'): 2.4000000000000004, ('n121', 'n126'): 2.0, ('n5', 'n121'): 2.0}",-214.48391840334665
binpack_num.pl,speakToMe,86.05130000000001,2,488974,0.10688632100000006,256,"{'n121': 38, 'n219': 296}","{('n121', 'n219'): 8.0, ('n121', 'n1'): 4.0, ('n219', 'n121'): 4.0, ('n3', 'n219'): 2.0}",-135.3557703369966
binpack.pl,speakToMe,230.9327,3,926970,0.18450973299999995,256,"{'n19': 38, 'n183': 96, 'n215': 200}","{('n183', 'n215'): 8.4, ('n19', 'n183'): 8.0, ('n19', 'n1'): 4.0, ('n183', 'n19'): 1.6, ('n215', 'n183'): 2.0, ('n215', 'n19'): 2.4000000000000004, ('n3', 'n183'): 2.0}",12.300553364681575
ortools,speakToMe,202.5267,7,79837,7.2,256,"{'n156': 34, 'n58': 40, 'n32': 4, 'n147': 4, 'n251': 2, 'n3': 50, 'n124': 200}","{('n58', 'n124'): 8.4, ('n156', 'n58'): 6.4, ('n156', 'n3'): 1.6, ('n156', 'n1'): 4.0, ('n147', 'n156'): 1.6, ('n156', 'n147'): 1.6, ('n251', 'n156'): 1.6, ('n32', 'n251'): 1.0, ('n124', 'n32'): 2.0, ('n124', 'n156'): 2.4000000000000004, ('n3', 'n58'): 2.0}",0.0
ortools_num,speakToMe,64.3997,10,855564,71.493,256,"{'n17': 2, 'n54': 20, 'n165': 30, 'n76': 24, 'n192': 2, 'n18': 4, 'n193': 2, 'n186': 50, 'n158': 100, 'n122': 100}","{('n54', 'n158'): 6.4, ('n165', 'n54'): 6.4, ('n17', 'n186'): 1.0, ('n165', 'n17'): 4.0, ('n165', 'n1'): 4.0, ('n18', 'n165'): 1.6, ('n165', 'n18'): 1.6, ('n193', 'n165'): 1.6, ('n76', 'n193'): 1.0, ('n122', 'n76'): 2.0, ('n192', 'n186'): 0.6000000000000001, ('n122', 'n192'): 2.4000000000000004, ('n76', 'n122'): 2.0, ('n3', 'n76'): 2.0}",-214.48391840334665
binpack_num.pl,speakToMe,86.05130000000001,2,1861628,0.4251562259999999,512,"{'n324': 38, 'n4': 296}","{('n324', 'n4'): 8.0, ('n324', 'n2'): 4.0, ('n4', 'n324'): 4.0, ('n0', 'n4'): 2.0}",-135.3557703369966
binpack.pl,speakToMe,209.63030000000003,5,3873875,0.817239807,512,"{'n479': 8, 'n292': 90, 'n324': 30, 'n381': 6, 'n282': 200}","{('n292', 'n282'): 8.4, ('n324', 'n292'): 6.4, ('n479', 'n292'): 1.6, ('n324', 'n479'): 5.6, ('n324', 'n2'): 4.0, ('n479', 'n324'): 1.6, ('n381', 'n324'): 1.6, ('n282', 'n381'): 2.0, ('n282', 'n479'): 2.4000000000000004, ('n0', 'n292'): 2.0}",3.388632273101755
ortools,speakToMe,202.5267,6,344926,37.366,512,"{'n429': 34, 'n356': 44, 'n479': 4, 'n132': 2, 'n82': 50, 'n282': 200}","{('n356', 'n282'): 8.4, ('n429', 'n356'): 6.4, ('n429', 'n82'): 1.6, ('n429', 'n2'): 4.0, ('n479', 'n429'): 1.6, ('n429', 'n479'): 1.6, ('n132', 'n429'): 1.6, ('n356', 'n132'): 1.0, ('n282', 'n356'): 2.0, ('n282', 'n429'): 2.4000000000000004, ('n0', 'n356'): 2.0}",0.0
ortools_num,speakToMe,64.3997,9,3415052,560.652,512,"{'n350': 34, 'n196': 20, 'n248': 4, 'n257': 20, 'n164': 4, 'n351': 2, 'n19': 50, 'n286': 100, 'n33': 100}","{('n196', 'n286'): 6.4, ('n350', 'n196'): 6.4, ('n350', 'n19'): 1.6, ('n350', 'n2'): 4.0, ('n164', 'n350'): 1.6, ('n350', 'n164'): 1.6, ('n351', 'n350'): 1.6, ('n248', 'n351'): 1.0, ('n33', 'n248'): 2.0, ('n33', 'n350'): 2.4000000000000004, ('n257', 'n33'): 2.0, ('n0', 'n257'): 2.0}",-214.48391840334665
